Manchester Evening News,https://www.manchestereveningnews.co.uk/,headline
The Guardian,https://www.theguardian.com/,fc-item__title
BBC News,https://www.bbc.co.uk/news,gs-c-promo-heading__title gel-pica-bold nw-o-link-split__text
Al Jazeera,https://www.aljazeera.com/news,topics-sec-item-head
Hacker News,https://news.ycombinator.com/,storylink
New Scientist,https://www.newscientist.com/section/news/,card__heading
Nature,https://www.nature.com/latest-news,c-article-item__title mb10
FACT,https://www.factmag.com/category/news/,post-title
Resident Advisor,https://www.residentadvisor.net/news,title
